Refi Incentive(1/10th bp),Refi Incentive(1/10th bp) Description,Credit Score,Credit Score Description,Factor Date,Current Remaining Principal Balance ,Item Count ,Weighted Average Gross Coupon ,Weighted Average Maturity ,Weighted Average Loan Age ,Weighted Average Original Loan Size ,Weighted Average Loan Size ,Original Loan Amount ,CPR 1M ,CCR 1M (Curtailment) 
-500,>-0.75 and <=-0.5,680,>550 and <=680,12/1/2011,216983369.9,1179,3.335778055,211.347954,4.428733073,250456.2812,246272.4689,221337025,6.738749344,1.091224062
-500,>-0.75 and <=-0.5,740,>680 and <=740,12/1/2011,2041901909,8798,3.331970078,248.59898,5.186720945,301866.2775,296325.1972,2086853253,10.18892919,1.529906519
-500,>-0.75 and <=-0.5,29999,>740,12/1/2011,12561208218,54654,3.329664586,238.1518715,4.756828521,298872.925,293176.4427,12862699493,11.32560429,2.29089647
-250,>-0.5 and <=-0.25,-999,N.A.,12/1/2011,80422.89844,1,3.500000146,167,12,85000.0016,80422.89803,85000,-0.020408151,-0.020408151
-250,>-0.5 and <=-0.25,550,<=550,12/1/2011,1454497.398,14,3.537073043,200.9843824,5.229339049,133496.5334,131711.719,1483185,0.032981608,0.032981608
-250,>-0.5 and <=-0.25,680,>550 and <=680,12/1/2011,377665923.5,2176,3.561772346,206.7840951,7.371673152,245528.7601,238953.6129,389481476,5.575827239,0.823931169
-250,>-0.5 and <=-0.25,740,>680 and <=740,12/1/2011,2626266258,12496,3.561907259,238.8392756,7.529496123,286373.8393,278976.3643,2709014527,11.71482985,1.166356493
-250,>-0.5 and <=-0.25,29999,>740,12/1/2011,13196073233,64431,3.559196547,229.1164843,7.172968644,281054.4683,273205.7899,13665391658,13.47828662,1.92732183
0,>-0.25 and <=0,-999,N.A.,12/1/2011,1123208.902,7,3.875000049,289.2336438,14.77909398,227676.678,222095.9584,1173855,0.042987366,0.042987366
0,>-0.25 and <=0,550,<=550,12/1/2011,12555777.31,95,3.839273581,188.8168984,9.222902065,172437.9375,166047.718,13065962,0.2295236,0.2295236
0,>-0.25 and <=0,680,>550 and <=680,12/1/2011,1324241921,7925,3.832576449,188.9299021,10.03938499,233605.745,224144.1431,1385315688,9.364398874,0.991829509
0,>-0.25 and <=0,740,>680 and <=740,12/1/2011,7545929765,39250,3.832338081,205.720726,10.07519259,264536.1166,254128.4463,7903532793,12.29394485,1.141327183
0,>-0.25 and <=0,29999,>740,12/1/2011,37407353941,196453,3.829939584,205.7917798,9.700286215,263569.3826,252581.6658,39359946473,15.33025464,1.535109719
250,>0 and <=0.25,-999,N.A.,12/1/2011,688952.0938,6,4.079407281,152.69722,12.08374081,142077.1102,133681.6177,730100,0.212937634,0.212937634
250,>0 and <=0.25,550,<=550,12/1/2011,23614893.21,165,4.070748751,211.2748858,8.735861827,196153.1096,190652.3463,24433439,5.92187808,0.285632603
250,>0 and <=0.25,680,>550 and <=680,12/1/2011,1199077142,7564,4.064569035,208.8955212,11.88495041,221340.566,212579.9156,1255944024,7.263096665,0.84681062
250,>0 and <=0.25,740,>680 and <=740,12/1/2011,6212601367,32451,4.066292012,240.5620696,11.04858435,264284.7966,255253.5966,6477318619,13.25435344,0.952269196
250,>0 and <=0.25,29999,>740,12/1/2011,28228757477,145933,4.064614886,247.7325904,10.24116963,268153.7123,258991.6913,29495646441,15.17261257,1.32000712
29999,>0.25,-999,N.A.,12/1/2011,1626901560,21910,6.46860356,247.8439909,82.57110405,186892.5945,165855.7273,2221486786,21.42776497,0.623000096
29999,>0.25,550,<=550,12/1/2011,1959444494,15632,6.065318139,297.6034136,41.04173419,194489.2468,185962.2328,2105269179,14.00198908,0.131246957
29999,>0.25,680,>550 and <=680,12/1/2011,1.15469E+11,750060,5.931185827,295.2447645,43.95131038,219529.8581,207452.7518,1.2356E+11,19.42062125,0.25255551
29999,>0.25,740,>680 and <=740,12/1/2011,2.96103E+11,1627514,5.430425966,302.1481837,34.91062617,252675.5903,240677.1155,3.14125E+11,21.54025841,0.406996202
29999,>0.25,29999,>740,12/1/2011,6.67114E+11,3595216,5.078656756,301.5643576,28.32458974,260140.7444,247809.1388,7.09874E+11,27.16903702,0.781905575
-2000,<=-2,740,>680 and <=740,11/1/2011,771704,4,,353.4591294,6.540870593,284653.1144,279809.0649,783000,0.049198268,0.049198268
-2000,<=-2,29999,>740,11/1/2011,3664806.5,16,,353.498088,6.557486323,288444.6011,271494.5432,3963317,1.524022202,1.524022202
-1750,>-2 and <=-1.75,680,>550 and <=680,11/1/2011,302810,1,,261,99,377599.9882,302810.0121,377600,-0.256412788,-0.256412788
-1750,>-2 and <=-1.75,740,>680 and <=740,11/1/2011,1057867,4,,355.5109981,3.829525829,324514.3232,308041.0846,1204450,3.199472802,3.199472802
-1750,>-2 and <=-1.75,29999,>740,11/1/2011,9015972.5,31,,351.1187302,4.364930627,375468.7554,371686.2947,9108180,0.623035652,0.623035652
-1500,>-1.75 and <=-1.5,680,>550 and <=680,11/1/2011,999277.2969,5,,356.4511373,3.548862665,262980.6074,261239.067,1012500,2.006294289,2.006294289
-1500,>-1.75 and <=-1.5,740,>680 and <=740,11/1/2011,28804190.7,93,,356.3457844,3.637320909,364521.7189,360894.8451,29143516,29.81883806,1.465564552
-1500,>-1.75 and <=-1.5,29999,>740,11/1/2011,362064680.3,1115,,356.9468991,3.007203817,370407.9141,366541.6816,367082490,5.85991591,3.825468273
-1250,>-1.5 and <=-1.25,680,>550 and <=680,11/1/2011,8714440,34,,352.2621831,4.943103516,307153.3416,300655.3918,8950345,0.518859722,0.518859722
-1250,>-1.5 and <=-1.25,740,>680 and <=740,11/1/2011,213728591.6,635,,355.9591726,3.922563691,399165.406,394479.8467,217510986,4.256317088,2.949223
-1250,>-1.5 and <=-1.25,29999,>740,11/1/2011,2360184097,6666,2.75,356.6549442,3.214045318,414963.3767,410624.8907,2394775894,9.794715627,2.90628238
-1000,>-1.25 and <=-1,-999,N.A.,11/1/2011,126190,1,,352,8,128000,126189.9974,128000,0.002539915,0.002539915
-1000,>-1.25 and <=-1,680,>550 and <=680,11/1/2011,17229685,69,2.926521368,348.7375057,9.027796096,320766.0329,311951.2003,18110381,1.818228563,1.818228563
-1000,>-1.25 and <=-1,740,>680 and <=740,11/1/2011,491904548.3,1594,2.939245037,354.5896097,5.197960742,372728.076,367673.1362,500830842,17.24424355,2.640560069
-1000,>-1.25 and <=-1,29999,>740,11/1/2011,3614264508,11402,2.982896368,354.9515329,4.579022117,387574.0513,381911.8304,3687951150,16.49580371,3.260337789
-750,>-1 and <=-0.75,550,<=550,11/1/2011,74578.79688,1,3.250000052,146,12,79499.99893,74578.79495,79500,0.000855742,0.000855742
-750,>-1 and <=-0.75,680,>550 and <=680,11/1/2011,61082435.6,305,3.243023491,268.1205255,6.39116266,280701.0016,275374.408,62661015,9.098726639,1.329321909
-750,>-1 and <=-0.75,740,>680 and <=740,11/1/2011,794562970.1,3063,3.24901238,310.8145227,5.802868941,330539.2039,324478.8582,813673402,15.43692612,1.816498877
-750,>-1 and <=-0.75,29999,>740,11/1/2011,5064374403,19506,3.248433556,301.6198765,5.4602113,334433.7256,327995.0522,5200793513,18.39214302,2.949789965
-500,>-0.75 and <=-0.5,-999,N.A.,11/1/2011,234170.8984,2,3.500000145,291.1352324,7.070152158,133468.1211,128333.6752,244000,1.578841326,1.578841326
-500,>-0.75 and <=-0.5,550,<=550,11/1/2011,478742.5039,5,3.500000006,220.6286262,6.024373685,114241.2452,112241.443,489050,0.011285491,0.011285491
-500,>-0.75 and <=-0.5,680,>550 and <=680,11/1/2011,230281309.3,1288,3.456321188,215.2560307,6.361442107,250090.0905,244047.5935,236740472,5.976927454,1.285339402
-500,>-0.75 and <=-0.5,740,>680 and <=740,11/1/2011,2023176673,9004,3.449881544,258.0346396,6.658856457,301165.7122,294560.6522,2077763890,13.86846345,1.201906079
-500,>-0.75 and <=-0.5,29999,>740,11/1/2011,11186409649,50963,3.446346002,246.9546899,6.107063065,296632.9339,289785.9728,11521128693,16.32862113,2.14902979
-250,>-0.5 and <=-0.25,550,<=550,11/1/2011,4126515.891,31,3.738548915,193.3550957,10.07315041,179391.2337,172120.1922,4304022,0.605738549,0.605738549
-250,>-0.5 and <=-0.25,680,>550 and <=680,11/1/2011,597488302.1,3506,3.722818912,193.1542629,9.419447314,237752.9548,228708.8161,623678858,5.383367048,0.813448138
-250,>-0.5 and <=-0.25,740,>680 and <=740,11/1/2011,3851934298,19185,3.722721557,212.1038829,9.062853376,274638.954,265024.0853,4016710940,13.4621143,1.353629039
-250,>-0.5 and <=-0.25,29999,>740,11/1/2011,19564115415,99918,3.723078479,202.9200005,8.978761393,270544.3783,259811.571,20540135387,18.07926737,1.674852461
0,>-0.25 and <=0,-999,N.A.,11/1/2011,1048555.797,9,3.924191593,229.1700283,17.3587975,163783.8389,157077.1884,1109555,0.087412699,0.087412699
0,>-0.25 and <=0,550,<=550,11/1/2011,18252012.9,135,3.941128708,201.6960786,8.060589673,180956.5414,175989.8018,18860169,6.994632216,0.251763196
0,>-0.25 and <=0,680,>550 and <=680,11/1/2011,1366762964,8323,3.928660188,193.6912129,10.5583041,229683.504,220839.2101,1427398949,11.95350185,1.073703876
0,>-0.25 and <=0,740,>680 and <=740,11/1/2011,7198223840,38053,3.927829299,211.580043,10.38731049,261069.1792,251285.5805,7521472254,13.55873995,0.989997031
0,>-0.25 and <=0,29999,>740,11/1/2011,33017408752,176676,3.92785496,210.8847421,10.0340881,259447.0996,249063.5119,34661445411,21.16142766,1.556292231
250,>0 and <=0.25,-999,N.A.,11/1/2011,4153106.996,23,4.235833922,204.2914594,27.3058143,235126.4495,206961.8357,4689372,0.675524943,0.675524943
250,>0 and <=0.25,550,<=550,11/1/2011,33062176.73,226,4.202726109,219.7797364,9.959033812,201708.7073,196001.4612,34230423,3.122298153,3.122298153
250,>0 and <=0.25,680,>550 and <=680,11/1/2011,1941735929,11725,4.215643492,220.0830891,13.89515607,230967.5468,220500.452,2049195330,14.57878233,0.714701794
250,>0 and <=0.25,740,>680 and <=740,11/1/2011,12460946973,63020,4.22356732,255.5384745,13.73299216,267735.033,256768.0065,13095214271,15.88060701,0.918504808
250,>0 and <=0.25,29999,>740,11/1/2011,56498393551,282836,4.223901899,261.4652758,13.48167306,271574.529,260238.3821,59574648786,21.95722448,1.213649956
29999,>0.25,-999,N.A.,11/1/2011,1572977957,21244,6.421014067,251.7360709,77.6262673,190656.9359,170390.8076,2144807194,22.72062987,1.084197108
29999,>0.25,550,<=550,11/1/2011,1940989489,15494,6.092191906,299.2481709,40.47129065,194482.4721,186194.5615,2082345382,14.51784904,0.162376792
29999,>0.25,680,>550 and <=680,11/1/2011,1.15193E+11,746007,5.95801125,297.0099982,43.37893581,219677.0764,207861.6801,1.23058E+11,18.92084737,0.270421424
29999,>0.25,740,>680 and <=740,11/1/2011,2.90433E+11,1595005,5.478253003,304.2125187,34.84368222,252448.1266,240711.8248,3.0771E+11,22.15051229,0.414472428
29999,>0.25,29999,>740,11/1/2011,6.36719E+11,3430205,5.14385904,304.640097,28.56945302,259930.7335,247856.7429,6.76679E+11,30.09000485,0.799025595
-2000,<=-2,740,>680 and <=740,10/1/2011,656423.6016,3,,353.471366,6.528633955,314543.3542,309578.1561,666000,0.001577335,0.001577335
-2000,<=-2,29999,>740,10/1/2011,2632615.797,11,,352.1506714,7.92685374,299902.5285,277288.6017,2921800,1.019523811,1.019523811
-1750,>-2 and <=-1.75,680,>550 and <=680,10/1/2011,303644,1,,262,98,377600.0101,303644.0109,377600,-0.256193603,-0.256193603
-1750,>-2 and <=-1.75,740,>680 and <=740,10/1/2011,400697,2,,351.7197583,7.560483358,280389.1282,239050.805,541000,9.589599405,9.589599405
-1750,>-2 and <=-1.75,29999,>740,10/1/2011,7244655,25,,350.000376,4.32642424,385505.6752,381590.366,7318980,0.248593159,0.248593159
-1500,>-1.75 and <=-1.5,680,>550 and <=680,10/1/2011,591079.5,4,,354.9766233,5.02337672,159415.834,157044.2086,601500,3.355997856,3.355997856
-1500,>-1.75 and <=-1.5,740,>680 and <=740,10/1/2011,25980803.6,84,,356.9429997,3.038193734,364403.6087,361431.9225,26236816,1.549905745,1.549905745
-1500,>-1.75 and <=-1.5,29999,>740,10/1/2011,333002861.9,1013,,357.7299146,2.270032907,371860.9374,368936.6635,336605944,6.591677684,2.745422701
-1250,>-1.5 and <=-1.25,680,>550 and <=680,10/1/2011,7944676,31,,352.5298788,4.397277246,311377.7809,304911.4641,8160845,0.662490436,0.662490436
-1250,>-1.5 and <=-1.25,740,>680 and <=740,10/1/2011,190447617.8,557,,356.420183,3.439863361,402774.613,399211.8717,192783524,12.76140129,6.729874073
-1250,>-1.5 and <=-1.25,29999,>740,10/1/2011,2126943247,5940,,357.3101155,2.596458171,418091.3116,414515.2561,2153860004,9.434112169,2.56066651
-1000,>-1.25 and <=-1,-999,N.A.,10/1/2011,126418,1,,353,7,128000,126417.9995,128000,-0.00177214,-0.00177214
-1000,>-1.25 and <=-1,680,>550 and <=680,10/1/2011,15918197.6,62,,350.6701421,9.337574315,323003.8231,314172.6044,16760081,9.159622586,1.8322215
-1000,>-1.25 and <=-1,740,>680 and <=740,10/1/2011,445160541.3,1427,,355.2293473,4.773924098,374191.1792,369751.9438,452532200,10.79506433,2.555504359
-1000,>-1.25 and <=-1,29999,>740,10/1/2011,3324781993,10350,,355.7504275,4.062884429,390645.0382,385632.9798,3384832204,20.41236567,2.972095012
-750,>-1 and <=-0.75,680,>550 and <=680,10/1/2011,39547797.1,168,3.25429122,308.1052648,8.474406324,302753.4337,295789.294,40907065,6.712026932,0.822165236
-750,>-1 and <=-0.75,740,>680 and <=740,10/1/2011,640027671.7,2290,3.256011594,333.2504968,6.16817319,342784.1349,336148.4153,656819763,22.27094865,1.649737824
-750,>-1 and <=-0.75,29999,>740,10/1/2011,3945570421,14113,3.255201399,331.3799591,5.972407303,350193.3724,343076.511,4061100656,26.53406398,3.177529726
-500,>-0.75 and <=-0.5,-999,N.A.,10/1/2011,153937,1,,357,4,159000.0057,153936.994,159000,2.394524393,2.394524393
-500,>-0.75 and <=-0.5,550,<=550,10/1/2011,145456,1,,352,8,147100.0048,145455.9982,147100,2.003169841,2.003169841
-500,>-0.75 and <=-0.5,680,>550 and <=680,10/1/2011,139810486.7,667,3.462488847,240.9311141,7.895835728,268330.1877,260900.0594,144221250,8.542647475,1.826202574
-500,>-0.75 and <=-0.5,740,>680 and <=740,10/1/2011,1500342068,5943,3.460228479,284.5686807,7.39153015,319140.8414,311583.0795,1544333435,17.1818492,1.410297959
-500,>-0.75 and <=-0.5,29999,>740,10/1/2011,7965900533,32672,3.457936915,276.1742557,6.944246965,314886.7147,306856.8676,8233376665,21.58821154,2.127171729
-250,>-0.5 and <=-0.25,550,<=550,10/1/2011,3059439.102,21,3.749999998,180.870833,11.54716847,183144.4965,174565.4317,3205469,0.824402091,0.824402091
-250,>-0.5 and <=-0.25,680,>550 and <=680,10/1/2011,516588534.7,2869,3.730330355,195.4441735,9.597258181,243752.8525,234367.1187,539183641,16.47492143,1.044681886
-250,>-0.5 and <=-0.25,740,>680 and <=740,10/1/2011,3515662085,16803,3.728444563,215.437272,8.811987244,279558.5645,270125.5506,3660401416,17.72289686,1.136450132
-250,>-0.5 and <=-0.25,29999,>740,10/1/2011,18075001020,88716,3.728479641,204.8515248,8.679170453,275479.1547,264906.0515,18942971097,23.61386844,1.708234623
0,>-0.25 and <=0,-999,N.A.,10/1/2011,1008117.594,8,3.927894773,224.2521012,17.07498503,168927.0942,162430.0903,1065105,0.052029796,0.052029796
0,>-0.25 and <=0,550,<=550,10/1/2011,16852217.39,125,3.941981439,199.7635771,7.718352193,176465.8354,171762.1359,17383704,7.099061741,0.398083511
0,>-0.25 and <=0,680,>550 and <=680,10/1/2011,1283866631,7501,3.929618317,194.1198288,10.21731052,233844.2993,225317.9641,1338131972,11.97687145,0.858965163
0,>-0.25 and <=0,740,>680 and <=740,10/1/2011,6833372570,35245,3.927637396,209.1885082,9.983129695,262899.4002,253432.7703,7126098966,17.87715506,0.912092775
0,>-0.25 and <=0,29999,>740,10/1/2011,31083750975,163265,3.92740659,205.5717444,9.769337518,259876.3154,249640.6514,32584564755,27.51041347,1.51603627
250,>0 and <=0.25,-999,N.A.,10/1/2011,4084679.5,22,4.238710713,207.2725429,26.91632649,238615.529,211340.7137,4591372,3.696842466,3.696842466
250,>0 and <=0.25,550,<=550,10/1/2011,32463683.54,218,4.204512164,221.1574871,9.285008371,203229.3985,197959.8393,33524717,6.42152896,0.581058943
250,>0 and <=0.25,680,>550 and <=680,10/1/2011,1884520125,11291,4.217346005,218.5236911,13.55224882,231869.9834,221609.9978,1985645444,15.53064108,0.766916151
250,>0 and <=0.25,740,>680 and <=740,10/1/2011,11970610321,60682,4.225429808,251.3415024,13.52374396,266559.2346,255607.2145,12576247891,19.15872764,0.793661215
250,>0 and <=0.25,29999,>740,10/1/2011,54129339445,272745,4.226012283,256.0345532,13.37480777,268779.2983,257337.8623,57084771344,24.93846821,1.224376966
29999,>0.25,-999,N.A.,10/1/2011,1607646532,21593,6.418495685,252.4513641,76.61439258,190952.0568,170951.2549,2184182040,19.20327124,1.056552645
29999,>0.25,550,<=550,10/1/2011,1948837172,15581,6.113425991,299.7464545,40.10873408,194063.9755,185944.6898,2088820320,15.49234213,0.181855152
29999,>0.25,680,>550 and <=680,10/1/2011,1.16657E+11,753826,5.968276076,297.6485089,42.73840994,219797.4996,208194.6262,1.24462E+11,19.40767753,0.29674069
29999,>0.25,740,>680 and <=740,10/1/2011,2.94239E+11,1611246,5.487263938,304.7397999,34.23302971,252707.21,241199.4685,3.11362E+11,22.3918848,0.425333411
29999,>0.25,29999,>740,10/1/2011,6.49041E+11,3479296,5.150451528,305.0546755,27.94625358,260616.5061,248768.692,6.88842E+11,30.06663051,0.773574666
-2000,<=-2,680,>550 and <=680,9/1/2011,304477,1,,263,97,377600.0076,304476.9968,377600,-0.252042206,-0.252042206
-2000,<=-2,740,>680 and <=740,9/1/2011,1060413.102,5,,353.8057614,5.921719378,301550.1325,283410.4911,1207000,1.146676277,1.146676277
-2000,<=-2,29999,>740,9/1/2011,8170948.898,30,,349.5962547,5.40812944,368406.4642,358567.5115,8509780,1.017712434,1.017712434
-1750,>-2 and <=-1.75,680,>550 and <=680,9/1/2011,594241.2969,4,,355.9827021,4.017297871,159288.5303,157627.055,601500,4.038362248,4.038362248
-1750,>-2 and <=-1.75,740,>680 and <=740,9/1/2011,23727831.1,75,,357.6276163,2.351750498,368415.8301,366248.8049,23907116,1.600130614,1.600130614
-1750,>-2 and <=-1.75,29999,>740,9/1/2011,301265063.6,910,,358.4600645,1.539878799,372703.3539,370833.2772,303527849,4.394485502,3.027533127
-1500,>-1.75 and <=-1.5,680,>550 and <=680,9/1/2011,7272779,28,,352.8784637,3.75678678,311517.9336,305222.4751,7468645,0.955926822,0.955926822
-1500,>-1.75 and <=-1.5,740,>680 and <=740,9/1/2011,158812313.5,465,,356.6559856,3.168864334,402093.9214,398994.7457,160535029,7.854163428,2.051825934
-1500,>-1.75 and <=-1.5,29999,>740,9/1/2011,1817671470,5069,,357.8372053,2.074726517,417834.7314,414927.2465,1836935159,5.237223391,2.473036465
-1250,>-1.5 and <=-1.25,-999,N.A.,9/1/2011,126646,1,,354,6,128000,126645.9972,128000,0.003401898,0.003401898
-1250,>-1.5 and <=-1.25,680,>550 and <=680,9/1/2011,15653311.9,59,,351.0272598,8.980601204,329918.527,321528.8406,16441555,45.90107985,2.855335236
-1250,>-1.5 and <=-1.25,740,>680 and <=740,9/1/2011,377209165.5,1216,,355.326837,4.678447548,371602.5101,367268.1354,383509579,12.62113513,1.384344365
-1250,>-1.5 and <=-1.25,29999,>740,9/1/2011,2911895290,9024,,356.0453668,3.745909268,390257.4979,385677.3975,2960166289,20.87495432,2.854413139
-1000,>-1.25 and <=-1,680,>550 and <=680,9/1/2011,29415303.29,123,3.250000003,320.2754711,10.17786196,304601.0513,296493.5139,30529879,5.178875198,5.178875198
-1000,>-1.25 and <=-1,740,>680 and <=740,9/1/2011,551644009.3,1926,3.250000001,340.9345698,6.2062138,349377.8731,342865.9763,565398418,21.09988791,3.338594117
-1000,>-1.25 and <=-1,29999,>740,9/1/2011,3453446164,12106,3.250012196,341.4773978,5.957968232,356231.1222,349011.678,3553877208,30.23171983,3.010492409
-750,>-1 and <=-0.75,-999,N.A.,9/1/2011,154496,1,,358,3,158999.9934,154496,159000,2.372260952,2.372260952
-750,>-1 and <=-0.75,550,<=550,9/1/2011,145691,1,,353,7,147100.0027,145690.9985,147100,-0.013513156,-0.013513156
-750,>-1 and <=-0.75,680,>550 and <=680,9/1/2011,112599432.6,536,3.460305496,251.812473,8.500953986,268556.0837,260692.4774,116384417,10.59396464,0.782112909
-750,>-1 and <=-0.75,740,>680 and <=740,9/1/2011,1309136203,5093,3.460304256,294.6531821,7.467623512,324095.6696,316575.3238,1347203289,18.2551946,1.650320626
-750,>-1 and <=-0.75,29999,>740,9/1/2011,6765619639,27402,3.459312194,290.044526,7.170142437,319522.7995,311211.6813,6999291432,22.45169549,2.246393476
-500,>-0.75 and <=-0.5,550,<=550,9/1/2011,3074580.801,21,3.749999999,181.9649027,10.54004861,183181.3778,175495.6202,3205469,0.709763025,0.709763025
-500,>-0.75 and <=-0.5,680,>550 and <=680,9/1/2011,447238298.5,2471,3.729991326,198.1105117,9.859993949,245209.7765,235737.8176,466743337,11.52947077,1.661201485
-500,>-0.75 and <=-0.5,740,>680 and <=740,9/1/2011,3083260104,14672,3.728876309,218.8884642,8.92787252,280342.0085,270855.4862,3210142000,15.5266673,1.038584744
-500,>-0.75 and <=-0.5,29999,>740,9/1/2011,16165991982,79173,3.729551214,207.7731433,8.680031065,276384.3605,265786.8138,16937689126,22.19656291,1.817694997
-250,>-0.5 and <=-0.25,-999,N.A.,9/1/2011,721620.5977,7,3.927947957,170.3694464,22.93695805,120017.8009,111438.0295,775105,0.064680932,0.064680932
-250,>-0.5 and <=-0.25,550,<=550,9/1/2011,15176763.5,111,3.943796872,203.8174569,7.480147362,180676.0269,176158.2884,15635483,0.372433782,0.372433782
-250,>-0.5 and <=-0.25,680,>550 and <=680,9/1/2011,1194069747,6922,3.929247601,194.4709042,10.04622205,236138.3643,227838.9308,1242909316,15.16787275,0.675886351
